Referencia;Cantidad con signo;Entradas;Salidas;Cantidad Abonada;Precio;Importe;Existencia;Precio medio;Valor del inventario oficial;Escalón de precio;Codigo Cliente;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Codigo Comercial;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
PH 9410;-5;0;5;0;50.3000;251.5000;0;34.0807;0.0000;3;57160;04-M/20-00979;01/04-M/20-01071;30-10-2020;10:02:43;30-10-2020;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1557C
PH 9408;-10;0;10;0;29.9500;299.5000;0;20.8790;0.0000;3;57160;04-M/20-00979;01/04-M/20-01071;30-10-2020;10:02:43;30-10-2020;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1557C
PH 7530;-2;0;2;0;190.3000;380.6000;14;144.4055;2021.6770;3;57160;04-M/20-00979;01/04-M/20-01071;30-10-2020;10:02:43;30-10-2020;18;;527;4;No;1PE-C001019-00G;;8;NPVM;PED2020A1557C
PHO 6618;-1;0;1;0;183.0000;183.0000;10;114.9376;1149.3760;3;57160;04-M/20-00979;01/04-M/20-01071;30-10-2020;10:02:43;30-10-2020;18;;527;4;No;AS-6618;;8;NPVM;PED2020A1557C
PHP 6842;-1;0;1;0;321.0500;321.0500;0;192.5819;0.0000;3;57160;04-M/20-00979;01/04-M/20-01071;30-10-2020;10:02:43;30-10-2020;18;;527;4;No;GS.6842.9801;;8;NPVM;PED2020A1557C
PH 7631;-1;0;1;0;215.5000;215.5000;31;160.9306;4988.8486;3;57160;04-M/20-00958;01/04-M/20-01048;23-10-2020;15:54:25;23-10-2020;18;;527;4;No;1PE-C001022-00G;;8;NPVM;PED2020A1537C
PH 9465;-6;0;6;0;32.2000;193.2000;0;26.2489;0.0000;3;57160;04-M/20-00958;01/04-M/20-01048;23-10-2020;15:54:25;23-10-2020;18;;527;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2020A1537C
PHR 6312;-10;0;10;0;31.1000;311.0000;178;22.3411;3976.7158;3;57160;04-M/20-00958;01/04-M/20-01048;23-10-2020;15:54:25;23-10-2020;18;;527;4;No;;;8;NPVM;PED2020A1537C
PHR 6301;-10;0;10;0;38.4500;384.5000;203;28.8441;5855.3523;3;57160;04-M/20-00958;01/04-M/20-01048;23-10-2020;15:54:25;23-10-2020;18;;527;4;No;;;8;NPVM;PED2020A1537C
PHR 6302;-50;0;50;0;26.3000;1315.0000;460;17.3819;7995.6740;3;57160;04-M/20-00953;01/04-M/20-00841;4-09-2020;17:50:14;22-10-2020;18;;527;4;No;;;8;NPVM;PED2020A1208C
PH 7312;-2;0;2;0;51.6000;103.2000;56;36.1183;2022.6248;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;1PE-C001026-00G;;8;NPVM;PED2020A1489C
PH 9420;-2;0;2;1;91.9000;183.8000;0;55.0764;0.0000;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;PED2020A1489C
LOG K120-ES;-50;0;50;0;6.1200;306.0000;0;5.2600;0.0000;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;920-002518;;8;NPVM;PED2020A1489C
PHP 2112;-2;0;2;0;63.4500;126.9000;0;47.3445;0.0000;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;WS.6412.9001;;8;NPVM;PED2020A1489C
PHP 2115;-2;0;2;0;73.1500;146.3000;0;55.2188;0.0000;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;WS.6415.9001;;8;NPVM;PED2020A1489C
PHP 2118;-2;0;2;0;81.7500;163.5000;0;59.0836;0.0000;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;WM.6418.9101;;8;NPVM;PED2020A1489C
PHP 3109;-2;0;2;0;71.7500;143.5000;0;52.4298;0.0000;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;WS.6609.9001;;8;NPVM;PED2020A1489C
PHP 3112;-2;0;2;0;75.9000;151.8000;0;57.1208;0.0000;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;WS.6612.9101;;8;NPVM;PED2020A1489C
PHP 3118;-2;0;2;0;93.1500;186.3000;0;75.5486;0.0000;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;WM.6618.9101;;8;NPVM;PED2020A1489C
PA 1901;-30;0;30;0;2.7700;83.1000;180;1.8634;335.4120;3;57160;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;527;4;No;CCP1350;;8;NPVM;PED2020A1489C
9;-1;0;1;0;0.0000;0.0000;0;0.0000;0.0000;1;57160;04-M/20-00937;01/04-M/20-00992;14-10-2020;8:51:31;20-10-2020;18;;527;4;No;;;8;NPVM;
PHP 2115;-2;0;2;0;73.1500;146.3000;0;55.2188;0.0000;3;57160;04-M/20-00935;01/04-M/20-01024;20-10-2020;12:47:37;20-10-2020;18;;527;4;No;WS.6415.9001;;8;NPVM;PED2020A1534C
PHP 5082;-1;0;1;0;21.9000;21.9000;0;10.8874;0.0000;3;57160;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;527;4;No;SG.0556.1901;;8;NPVM;PED2020A1412C
PHP 5092;-1;0;1;0;26.6600;26.6600;0;14.2806;0.0000;3;57160;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;527;4;No;SA.0596.1901;;8;NPVM;PED2020A1412C
PH 9406;-10;0;10;0;24.5000;245.0000;0;16.3777;0.0000;3;57160;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2020A1412C
PH 9408;-10;0;10;0;29.9500;299.5000;0;20.8790;0.0000;3;57160;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1412C
PH 9410;-6;0;6;0;50.3000;301.8000;0;34.0807;0.0000;3;57160;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1412C
PHP 2106;-6;0;6;0;54.5000;327.0000;0;41.6322;0.0000;3;57160;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;527;4;No;WS.6406.9001;;8;NPVM;PED2020A1412C
PH 8030;-2;0;2;0;303.1500;606.3000;69;179.1053;12358.2657;3;57160;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;527;4;No;P3T WINNER PRO+;P3T;8;NPVM;PED2020A1412C
PH 9485;-10;0;10;0;41.5000;415.0000;0;31.6117;0.0000;3;57160;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;527;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2020A1412C
PH 9210;-5;0;5;0;141.5500;707.7500;0;95.9455;0.0000;3;57160;04-M/20-00850;01/04-M/20-00923;28-09-2020;11:06:25;28-09-2020;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2020A1407C
PH 7322;-2;0;2;0;81.7000;163.4000;62;62.9122;3900.5564;3;57160;04-M/20-00850;01/04-M/20-00923;28-09-2020;11:06:25;28-09-2020;18;;527;4;No;1PE-C001028-00G;;8;NPVM;PED2020A1407C
DTA 085;-50;0;50;0;0.4300;21.5000;0;0.2511;0.0000;3;57160;04-M/20-00850;01/04-M/20-00923;28-09-2020;11:06:25;28-09-2020;18;;527;4;No;MINI BAG HY 530 GREY;;8;NPVM;PED2020A1407C
PH 7266;-10;0;10;1;20.0000;200.0000;376;15.9687;6004.2312;3;57160;04-M/20-00850;01/04-M/20-00923;28-09-2020;11:06:25;28-09-2020;18;;527;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2020A1407C
PH 7266;-1;0;1;0;20.0000;20.0000;376;15.9687;6004.2312;3;57160;04-M/20-00849;01/04-M/20-00922;28-09-2020;11:04:04;28-09-2020;18;;527;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2020A1408C
PH 9410;-3;0;3;0;50.3000;150.9000;0;35.1956;0.0000;3;57160;04-M/20-00849;01/04-M/20-00922;28-09-2020;11:04:04;28-09-2020;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1408C
PH 9330;-1;0;1;0;400.0000;400.0000;0;307.3343;0.0000;3;57160;04-M/20-00845;01/04-M/20-00918;25-09-2020;11:28:29;25-09-2020;18;;527;4;No;GALLEON RM-3K RACK;;8;NPVM;PED2020A20302
PHP 6842;-1;0;1;0;321.0500;321.0500;0;192.7742;0.0000;3;57160;04-M/20-00845;01/04-M/20-00918;25-09-2020;11:28:29;25-09-2020;18;;527;4;No;GS.6842.9801;;8;NPVM;PED2020A20302
PH 7210;-1;0;1;0;0.0000;0.0000;4;27.8960;111.5840;3;57160;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;527;4;No;1PE-C001940-00GE;;8;NPVM;PED2020A1352C
PA 5355;-10;0;10;0;13.5500;135.5000;0;9.8500;0.0000;3;57160;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;527;4;No;3030003-1;;8;NPVM;PED2020A1352C
PH 7610;-2;0;2;0;89.2500;178.5000;88;66.9246;5889.3648;3;57160;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;527;4;No;1PE-C001020-OOG;;8;NPVM;PED2020A1352C
PH 9220;-3;0;3;0;230.9500;692.8500;0;138.3765;0.0000;3;57160;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A1352C
PH 9420;-3;0;3;0;91.9000;275.7000;0;62.2071;0.0000;3;57160;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;527;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;PED2020A1352C
PHR 6301;-10;0;10;0;38.4500;384.5000;314;28.8441;9057.0474;3;57160;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;527;4;No;;;8;NPVM;PED2020A1352C
PH 9465;-6;0;6;0;32.2000;193.2000;0;27.6354;0.0000;3;57160;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;527;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2020A1352C
PH 9410;-6;0;6;0;50.3000;301.8000;0;35.1956;0.0000;3;57160;04-M/20-00784;01/04-M/20-00826;2-09-2020;9:43:32;7-09-2020;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1208C
PHP 2112;-2;0;2;0;63.4500;126.9000;0;47.4527;0.0000;3;57160;04-M/20-00784;01/04-M/20-00826;2-09-2020;9:43:32;7-09-2020;18;;527;4;No;WS.6412.9001;;8;NPVM;PED2020A1208C
PH 9465;-6;0;6;0;32.2000;193.2000;0;27.6354;0.0000;3;57160;04-M/20-00784;01/04-M/20-00826;2-09-2020;9:43:32;7-09-2020;18;;527;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2020A1208C
PHP 3115;-2;0;2;0;85.6000;171.2000;0;69.2110;0.0000;3;57160;04-M/20-00784;01/04-M/20-00826;2-09-2020;9:43:32;7-09-2020;18;;527;4;No;WS.6615.9101-LS;;8;NPVM;PED2020A1208C
PH 7322;-2;0;2;0;81.7000;163.4000;109;62.9122;6857.4298;3;57160;04-M/20-00784;01/04-M/20-00826;2-09-2020;9:43:32;7-09-2020;18;;527;4;No;1PE-C001028-00G;;8;NPVM;PED2020A1208C
PH 9466;2;2;0;0;28.4000;-55.1000;0;24.1500;0.0000;3;57160;04-M/20-00783;01/04-M/20-00742;27-07-2020;9:38:12;7-09-2020;18;;527;4;No;P6Q;SCUDO 600VA BLACK;8;NPVM;
PH 9410;-2;0;2;0;50.3000;100.6000;0;35.1956;0.0000;3;57160;04-M/20-00772;01/04-M/20-00827;2-09-2020;9:47:15;2-09-2020;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1283C
PH 9406;-10;0;10;0;24.5000;245.0000;0;16.3777;0.0000;3;57160;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2020A1128C
PH 9408;-10;0;10;0;29.9500;299.5000;0;21.7467;0.0000;3;57160;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1128C
PH 9465;-5;0;5;0;32.2000;161.0000;0;27.6354;0.0000;3;57160;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;527;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2020A1128C
PH 9230;-2;0;2;0;293.1500;586.3000;0;186.2311;0.0000;3;57160;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;527;4;No;1PE-C001403-00G;;8;NPVM;PED2020A1128C
PH 7521;-2;0;2;0;137.4500;274.9000;7;104.7274;733.0918;3;57160;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;527;4;No;1PE-C001018-00G;;8;NPVM;PED2020A1128C
PH 7621;-2;0;2;0;123.3000;246.6000;24;92.4224;2218.1376;3;57160;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;527;4;No;1PE-C001021-00G;;8;NPVM;PED2020A1128C
PHP 2109;-1;0;1;0;55.9000;55.9000;0;41.5754;0.0000;3;57160;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;527;4;No;WS.6409.9001;;8;NPVM;PED2020A1128C
PHP 2112;-1;0;1;0;63.4500;63.4500;0;47.4527;0.0000;3;57160;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;527;4;No;WS.6412.9001;;8;NPVM;PED2020A1128C
PHP 2115;-2;0;2;0;73.1500;146.3000;0;56.5144;0.0000;3;57160;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;527;4;No;WS.6415.9001;;8;NPVM;PED2020A1128C
PHP 2109;-1;0;1;0;55.9000;55.9000;0;41.5754;0.0000;3;57160;04-M/20-00753;01/04-M/20-00791;17-08-2020;0:13:17;24-08-2020;18;;527;4;No;WS.6409.9001;;8;NPVM;PED2020A1021C
PH 9315;-1;0;1;0;271.6500;271.6500;0;217.4351;0.0000;3;57160;04-M/20-00743;01/04-M/20-00800;20-08-2020;11:11:48;21-08-2020;18;;527;4;No;GALLEON 1.5K RACK;;8;NPVM;PED2020A1162C
PHP 3109;-2;0;2;0;71.7500;143.5000;0;52.5496;0.0000;3;57160;04-M/20-00737;01/04-M/20-00703;15-07-2020;10:33:23;20-08-2020;18;;527;4;No;WS.6609.9001;;8;NPVM;PED2020A888C
PH 7288;-10;0;10;0;28.3000;283.0000;122;23.4499;2860.8878;3;57160;04-M/20-00732;01/04-M/20-00789;13-08-2020;11:53:16;17-08-2020;18;;527;4;No;1PE-C001939-00GE;;8;NPVM;PED2020A1128C
PH 9220;-3;0;3;0;230.9500;692.8500;0;138.3765;0.0000;3;57160;04-M/20-00732;01/04-M/20-00789;13-08-2020;11:53:16;17-08-2020;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A1128C
UQ 5795;-2;0;2;0;52.4800;104.9600;0;47.4977;0.0000;3;57160;04-M/20-00732;01/04-M/20-00789;13-08-2020;11:53:16;17-08-2020;18;;527;4;No;LBE-5AC-GEN2;;8;NPVM;PED2020A1128C
UQ 3640;-2;0;2;0;65.2000;130.4000;6;60.9798;365.8788;3;57160;04-M/20-00732;01/04-M/20-00789;13-08-2020;11:53:16;17-08-2020;18;;527;4;No;UAP-AC LITE;;8;NPVM;PED2020A1128C
PH 9210;-2;0;2;0;141.5500;283.1000;0;95.9455;0.0000;3;57160;04-M/20-00732;01/04-M/20-00789;13-08-2020;11:53:16;17-08-2020;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2020A1128C
PHP 3112;-2;0;2;0;75.9000;151.8000;0;61.5821;0.0000;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;WS.6612.9101;;8;NPVM;PED2020A1021C
PHP 2109;-1;0;1;0;55.9000;55.9000;0;44.5985;0.0000;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;WS.6409.9001;;8;NPVM;PED2020A1021C
PH 9404;-8;0;8;0;23.1000;184.8000;0;20.4415;0.0000;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;P4B;APEX 400;8;NPVM;PED2020A1021C
PH 9406;-8;0;8;0;24.5000;196.0000;0;16.3777;0.0000;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2020A1021C
PH 9408;-8;0;8;0;29.9500;239.6000;0;21.7467;0.0000;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1021C
PH 7266;-8;0;8;0;20.0000;160.0000;550;15.9687;8782.7850;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2020A1021C
PA 5355;-10;0;10;0;13.5500;135.5000;0;9.8500;0.0000;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;3030003-1;;8;NPVM;PED2020A1021C
PA 1901;-20;0;20;0;2.7700;55.4000;101;1.8392;185.7592;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;CCP1350;;8;NPVM;PED2020A1021C
YUA 109;-20;0;20;0;20.5500;411.0000;92;14.0002;1288.0184;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;NPW45-12;;8;NPVM;PED2020A1021C
PHO 6618;-1;0;1;0;183.0000;183.0000;1;122.3303;122.3303;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;AS-6618;;8;NPVM;PED2020A1021C
PHP 5642;-3;0;3;0;30.5000;91.5000;0;18.2854;0.0000;3;57160;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;527;4;No;SA.2902.0301;;8;NPVM;PED2020A1021C
PH 9290;-1;0;1;0;2570.0000;2570.0000;0;1850.0911;0.0000;3;57160;04-M/20-00727;01/04-M/20-00783;6-08-2020;14:23:22;6-08-2020;18;;527;4;No;GALLEON 3/1 20000VA;;8;NPVM;PED2020A1119C
UQ 5785;-2;0;2;0;75.8200;151.6400;3;67.4109;202.2327;3;57160;04-M/20-00701;01/04-M/20-00718;20-07-2020;13:22:04;29-07-2020;18;;527;4;No;NBE-5AC-GEN2;;8;NPVM;PED2020A922C
PH 9410;-6;0;6;0;50.3000;301.8000;0;35.1956;0.0000;3;57160;04-M/20-00675;01/04-M/20-00719;20-07-2020;13:23:12;20-07-2020;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1020C
PHP 3115;-2;0;2;0;85.6000;171.2000;0;69.2110;0.0000;3;57160;04-M/20-00675;01/04-M/20-00719;20-07-2020;13:23:12;20-07-2020;18;;527;4;No;WS.6615.9101-LS;;8;NPVM;PED2020A1020C
UQ 3323;-10;0;10;0;35.4000;354.0000;0;24.1457;0.0000;3;57160;04-M/20-00674;01/04-M/20-00717;20-07-2020;13:20:52;20-07-2020;18;;527;4;No;UB LOCOM2;;8;NPVM;PED2020A922C
UQ 3640;-4;0;4;0;68.1400;272.5600;4;61.5695;246.2780;3;57160;04-M/20-00674;01/04-M/20-00717;20-07-2020;13:20:52;20-07-2020;18;;527;4;No;UAP-AC LITE;;8;NPVM;PED2020A922C
UQ 5785;-2;0;2;0;75.8200;151.6400;0;69.1252;0.0000;3;57160;04-M/20-00674;01/04-M/20-00717;20-07-2020;13:20:52;20-07-2020;18;;527;4;No;NBE-5AC-GEN2;;8;NPVM;PED2020A922C
PHP 6632;-1;0;1;0;239.4000;239.4000;0;161.2023;0.0000;3;57160;04-M/20-00673;01/04-M/20-00716;20-07-2020;13:19:33;20-07-2020;18;;527;4;No;GS.6632.9101;;8;NPVM;PED2020A982C
DTA 018;-100;0;100;0;0.5100;51.0000;0;0.2970;0.0000;3;57160;04-M/20-00660;01/04-M/20-00702;15-07-2020;10:31:05;15-07-2020;18;;527;4;No;TUBE HY 710 - 0,5G;;8;NPVM;PED2020A888C
PH 9465;-5;0;5;0;32.2000;161.0000;0;27.6354;0.0000;3;57160;04-M/20-00660;01/04-M/20-00702;15-07-2020;10:31:05;15-07-2020;18;;527;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2020A888C
PH 9210;-4;0;4;0;141.5500;566.2000;0;95.9455;0.0000;3;57160;04-M/20-00660;01/04-M/20-00702;15-07-2020;10:31:05;15-07-2020;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2020A888C
PHP 2109;-2;0;2;0;55.9000;111.8000;0;44.5985;0.0000;3;57160;04-M/20-00660;01/04-M/20-00702;15-07-2020;10:31:05;15-07-2020;18;;527;4;No;WS.6409.9001;;8;NPVM;PED2020A888C
PH 9220;-3;0;3;0;230.9500;692.8500;0;138.3765;0.0000;3;57160;04-M/20-00660;01/04-M/20-00702;15-07-2020;10:31:05;15-07-2020;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A888C
PH 9310;-1;0;1;0;214.0500;214.0500;0;172.1978;0.0000;3;57160;04-M/20-00660;01/04-M/20-00702;15-07-2020;10:31:05;15-07-2020;18;;527;4;No;GALLEON RM-1K;;8;NPVM;PED2020A888C
PH 9404;-8;0;8;0;23.1000;184.8000;0;20.4415;0.0000;3;57160;04-M/20-00660;01/04-M/20-00702;15-07-2020;10:31:05;15-07-2020;18;;527;4;No;P4B;APEX 400;8;NPVM;PED2020A888C
PH 9330;-1;0;1;0;400.0000;400.0000;0;307.3343;0.0000;3;57160;04-M/20-00612;01/04-M/20-00648;1-07-2020;9:37:35;1-07-2020;18;;527;4;No;GALLEON RM-3K RACK;;8;NPVM;PED2020A870C
RF 2007;-19;0;19;0;3.4100;64.7900;0;2.4524;0.0000;3;57160;04-M/20-00596;01/04-M/20-00468;20-05-2020;10:07:40;29-06-2020;18;;527;4;No;#00489;;8;NPVM;PED2020A621C
PH 9230;-2;0;2;0;293.1500;586.3000;0;186.2311;0.0000;3;57160;04-M/20-00596;01/04-M/20-00468;20-05-2020;10:07:40;29-06-2020;18;;527;4;No;1PE-C001403-00G;;8;NPVM;PED2020A621C
PH 9270;-1;0;1;0;1008.1000;1008.1000;0;625.4472;0.0000;3;57160;04-M/20-00584;01/04-M/20-00519;2-06-2020;8:42:30;26-06-2020;18;;527;4;No;GALLEON ONE 10K;;8;NPVM;PED2020A683C
YUA 109;-80;0;80;0;19.5200;1561.6000;293;14.0002;4102.0586;3;57160;04-M/20-00580;01/04-M/20-00622;25-06-2020;8:59:33;25-06-2020;18;;527;4;No;NPW45-12;;8;NPVM;
PH 9408;-10;0;10;0;29.9500;299.5000;0;21.7467;0.0000;3;57160;04-M/20-00557;01/04-M/20-00591;19-06-2020;11:33:41;19-06-2020;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A788C
PH 9485;-10;0;10;0;41.5000;415.0000;0;32.4810;0.0000;3;57160;04-M/20-00557;01/04-M/20-00591;19-06-2020;11:33:41;19-06-2020;18;;527;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2020A788C
PHR 6302;-20;0;20;0;26.3000;526.0000;62;17.6580;1094.7960;3;57160;04-M/20-00557;01/04-M/20-00591;19-06-2020;11:33:41;19-06-2020;18;;527;4;No;;;8;NPVM;PED2020A788C
UQ 3323;-6;0;6;0;35.4000;212.4000;0;24.1457;0.0000;3;57160;04-M/20-00557;01/04-M/20-00591;19-06-2020;11:33:41;19-06-2020;18;;527;4;No;UB LOCOM2;;8;NPVM;PED2020A788C
UQ 5795;-2;0;2;0;52.4800;104.9600;0;48.3682;0.0000;3;57160;04-M/20-00557;01/04-M/20-00591;19-06-2020;11:33:41;19-06-2020;18;;527;4;No;LBE-5AC-GEN2;;8;NPVM;PED2020A788C
PH 9260;-1;0;1;0;794.8400;794.8400;0;535.7918;0.0000;3;57160;04-M/20-00549;01/04-M/20-00579;16-06-2020;15:49:53;16-06-2020;18;;527;4;No;P6T - WINNER PRO+ 6K;;8;NPVM;PED2020A796C
PHP 2118;-1;0;1;0;81.7500;81.7500;0;62.9909;0.0000;3;57160;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;527;4;No;WM.6418.9101;;8;NPVM;PED2020A724C
PHP 2112;-2;0;2;0;63.4500;126.9000;0;50.5195;0.0000;3;57160;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;527;4;No;WS.6412.9001;;8;NPVM;PED2020A724C
PHP 2109;-2;0;2;0;55.9000;111.8000;0;44.5985;0.0000;3;57160;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;527;4;No;WS.6409.9001;;8;NPVM;PED2020A724C
PHP 3115;-1;0;1;0;85.6000;85.6000;0;69.2110;0.0000;3;57160;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;527;4;No;WS.6615.9101-LS;;8;NPVM;PED2020A724C
PHP 3112;-1;0;1;0;75.9000;75.9000;0;61.5821;0.0000;3;57160;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;527;4;No;WS.6612.9101;;8;NPVM;PED2020A724C
PHP 3109;-1;0;1;0;71.7500;71.7500;0;57.2131;0.0000;3;57160;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;527;4;No;WS.6609.9001;;8;NPVM;PED2020A724C
YUA 109;-10;0;10;0;20.5500;205.5000;305;14.0002;4270.0610;3;57160;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;527;4;No;NPW45-12;;8;NPVM;PED2020A724C
PH 9406;-10;0;10;0;24.5000;245.0000;0;16.3777;0.0000;3;57160;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2020A724C
