Mov Alm -> Referencia;Número de Serie;Mov Alm -> Fecha;Mov Alm -> Salidas;Mov Alm -> Entradas;Mov Alm -> Cantidad con signo
PH 9465;242010546733;21-Ene-2021;4;0;-4
PH 9465;242010546734;21-Ene-2021;4;0;-4
PH 9465;242010546735;21-Ene-2021;4;0;-4
PH 9465;242010546736;21-Ene-2021;4;0;-4
PH 9465;242010546617;28-Ene-2021;8;0;-8
PH 9465;242010546618;28-Ene-2021;8;0;-8
PH 9465;242010546619;28-Ene-2021;8;0;-8
PH 9465;242010546620;28-Ene-2021;8;0;-8
PH 9465;242010546737;28-Ene-2021;8;0;-8
PH 9465;242010546738;28-Ene-2021;8;0;-8
PH 9465;242010546739;28-Ene-2021;8;0;-8
PH 9465;242010546740;28-Ene-2021;8;0;-8
PH 9465;242010546750;28-Ene-2021;50;0;-50
PH 9465;242010546752;28-Ene-2021;50;0;-50
PH 9465;242010546753;28-Ene-2021;50;0;-50
PH 9465;242010546754;28-Ene-2021;50;0;-50
PH 9465;242010546755;28-Ene-2021;50;0;-50
PH 9465;242010546756;28-Ene-2021;50;0;-50
PH 9465;242010546757;28-Ene-2021;50;0;-50
PH 9465;242010546758;28-Ene-2021;50;0;-50
PH 9465;242010546759;28-Ene-2021;50;0;-50
PH 9465;242010546760;28-Ene-2021;50;0;-50
PH 9465;242010546761;28-Ene-2021;50;0;-50
PH 9465;242010546762;28-Ene-2021;50;0;-50
PH 9465;242010546763;28-Ene-2021;50;0;-50
PH 9465;242010546764;28-Ene-2021;50;0;-50
PH 9465;242010546765;28-Ene-2021;50;0;-50
PH 9465;242010546766;28-Ene-2021;50;0;-50
PH 9465;242010546767;28-Ene-2021;50;0;-50
PH 9465;242010546768;28-Ene-2021;50;0;-50
PH 9465;242010546769;28-Ene-2021;50;0;-50
PH 9465;242010546770;28-Ene-2021;50;0;-50
PH 9465;242010546771;28-Ene-2021;50;0;-50
PH 9465;242010546772;28-Ene-2021;50;0;-50
PH 9465;242010546773;28-Ene-2021;50;0;-50
PH 9465;242010546774;28-Ene-2021;50;0;-50
PH 9465;242010546775;28-Ene-2021;50;0;-50
PH 9465;242010546776;28-Ene-2021;50;0;-50
PH 9465;242010546777;28-Ene-2021;50;0;-50
PH 9465;242010546778;28-Ene-2021;50;0;-50
PH 9465;242010546779;28-Ene-2021;50;0;-50
PH 9465;242010546780;28-Ene-2021;50;0;-50
PH 9465;242010546781;28-Ene-2021;50;0;-50
PH 9465;242010546782;28-Ene-2021;50;0;-50
PH 9465;242010546783;28-Ene-2021;50;0;-50
PH 9465;242010546784;28-Ene-2021;50;0;-50
PH 9465;242010546785;28-Ene-2021;50;0;-50
PH 9465;242010546786;28-Ene-2021;50;0;-50
PH 9465;242010546787;28-Ene-2021;50;0;-50
PH 9465;242010546788;28-Ene-2021;50;0;-50
PH 9465;242010546789;28-Ene-2021;50;0;-50
PH 9465;242010546790;28-Ene-2021;50;0;-50
PH 9465;242010546791;28-Ene-2021;50;0;-50
PH 9465;242010546792;28-Ene-2021;50;0;-50
PH 9465;242010546793;28-Ene-2021;50;0;-50
PH 9465;242010546794;28-Ene-2021;50;0;-50
PH 9465;242010546795;28-Ene-2021;50;0;-50
PH 9465;242010546796;28-Ene-2021;50;0;-50
PH 9465;242010546849;28-Ene-2021;50;0;-50
PH 9465;242010546850;28-Ene-2021;50;0;-50
PH 9465;242010546851;28-Ene-2021;50;0;-50
PH 9465;242010546852;28-Ene-2021;50;0;-50
PH 9465;242010546853;28-Ene-2021;4;0;-4
PH 9465;242010546854;28-Ene-2021;4;0;-4
PH 9465;242010546855;28-Ene-2021;4;0;-4
PH 9465;242010546856;28-Ene-2021;4;0;-4
PH 9465;242010546741;28-Ene-2021;3;0;-3
PH 9465;242010546742;28-Ene-2021;3;0;-3
PH 9465;242010546743;28-Ene-2021;3;0;-3
PH 9465;242010546845;8-Feb-2021;4;0;-4
PH 9465;242010546846;8-Feb-2021;4;0;-4
PH 9465;242010546847;8-Feb-2021;4;0;-4
PH 9465;242010546848;8-Feb-2021;4;0;-4
PH 9465;242010546835;10-Feb-2021;1;0;-1
PH 9465;242010546834;15-Feb-2021;1;0;-1
PH 9465;242010546824;17-Feb-2021;5;0;-5
PH 9465;242010546825;17-Feb-2021;5;0;-5
PH 9465;242010546826;17-Feb-2021;5;0;-5
PH 9465;242010546827;17-Feb-2021;5;0;-5
PH 9465;242010546828;17-Feb-2021;5;0;-5
PH 9465;242010546817;22-Feb-2021;4;0;-4
PH 9465;242010546818;22-Feb-2021;4;0;-4
PH 9465;242010546819;22-Feb-2021;4;0;-4
PH 9465;242010546820;22-Feb-2021;4;0;-4
PH 9465;242010546813;24-Feb-2021;4;0;-4
PH 9465;242010546814;24-Feb-2021;4;0;-4
PH 9465;242010546815;24-Feb-2021;4;0;-4
PH 9465;242010546816;24-Feb-2021;4;0;-4
PH 9465;242010546830;25-Feb-2021;1;0;-1
PH 9465;242010546747;4-Mar-2021;1;0;-1
PH 9465;242010546801;16-Mar-2021;1;0;-1
PH 9465;242010546725;19-Mar-2021;2;0;-2
PH 9465;242010546803;19-Mar-2021;2;0;-2
PH 9465;242010546641;24-Mar-2021;4;0;-4
PH 9465;242010546642;24-Mar-2021;4;0;-4
PH 9465;242010546643;24-Mar-2021;4;0;-4
PH 9465;242010546644;24-Mar-2021;4;0;-4
PH 9465;242010546649;30-Mar-2021;10;0;-10
PH 9465;242010546701;30-Mar-2021;10;0;-10
PH 9465;242010546702;30-Mar-2021;10;0;-10
PH 9465;242010546703;30-Mar-2021;10;0;-10
PH 9465;242010546704;30-Mar-2021;10;0;-10
PH 9465;242010546713;30-Mar-2021;10;0;-10
PH 9465;242010546714;30-Mar-2021;10;0;-10
PH 9465;242010546715;30-Mar-2021;10;0;-10
PH 9465;242010546716;30-Mar-2021;10;0;-10
PH 9465;242010546727;30-Mar-2021;10;0;-10
PH 9465;242010546631;5-Abr-2021;2;0;-2
PH 9465;242010546632;5-Abr-2021;2;0;-2
PH 9465;242010546687;9-Abr-2021;2;0;-2
PH 9465;242010546688;9-Abr-2021;2;0;-2
PH 9465;242010546686;13-Abr-2021;1;0;-1
PH 9465;242010546633;14-Abr-2021;8;0;-8
PH 9465;242010546634;14-Abr-2021;8;0;-8
PH 9465;242010546635;14-Abr-2021;8;0;-8
PH 9465;242010546636;14-Abr-2021;8;0;-8
PH 9465;242010546689;14-Abr-2021;8;0;-8
PH 9465;242010546690;14-Abr-2021;8;0;-8
PH 9465;242010546691;14-Abr-2021;8;0;-8
PH 9465;242010546692;14-Abr-2021;8;0;-8
PH 9465;242010546685;14-Abr-2021;1;0;-1
PH 9465;242010546621;21-Abr-2021;10;0;-10
PH 9465;242010546622;21-Abr-2021;10;0;-10
PH 9465;242010546623;21-Abr-2021;10;0;-10
PH 9465;242010546624;21-Abr-2021;10;0;-10
PH 9465;242010546625;21-Abr-2021;10;0;-10
PH 9465;242010546627;21-Abr-2021;10;0;-10
PH 9465;242010546681;21-Abr-2021;10;0;-10
PH 9465;242010546682;21-Abr-2021;10;0;-10
PH 9465;242010546683;21-Abr-2021;10;0;-10
PH 9465;242010546684;21-Abr-2021;10;0;-10
PH 9465;242010546678;23-Abr-2021;1;0;-1
PH 9465;242012510623;26-Abr-2021;4;0;-4
PH 9465;242012510624;26-Abr-2021;4;0;-4
PH 9465;242012510625;26-Abr-2021;4;0;-4
PH 9465;242012510626;26-Abr-2021;4;0;-4
PH 9465;242012510595;4-May-2021;3;0;-3
PH 9465;242012510597;4-May-2021;3;0;-3
PH 9465;242012510598;4-May-2021;3;0;-3
PH 9465;242010546677;5-May-2021;1;0;-1
PH 9465;242012510587;17-May-2021;6;0;-6
PH 9465;242012510588;17-May-2021;6;0;-6
PH 9465;242012510591;17-May-2021;6;0;-6
PH 9465;242012510592;17-May-2021;6;0;-6
PH 9465;242012510593;17-May-2021;6;0;-6
PH 9465;242012510594;17-May-2021;6;0;-6
PH 9465;242012510751;27-May-2021;3;0;-3
PH 9465;242012510753;27-May-2021;3;0;-3
PH 9465;242012510754;27-May-2021;3;0;-3
PH 9465;242012510558;4-Jun-2021;2;0;-2
PH 9465;242012510752;4-Jun-2021;2;0;-2
PH 9465;242012510555;7-Jun-2021;7;0;-7
PH 9465;242012510556;7-Jun-2021;7;0;-7
PH 9465;242012510557;7-Jun-2021;7;0;-7
PH 9465;242012510579;7-Jun-2021;7;0;-7
PH 9465;242012510580;7-Jun-2021;7;0;-7
PH 9465;242012510581;7-Jun-2021;7;0;-7
PH 9465;242012510582;7-Jun-2021;7;0;-7
PH 9465;242012510539;9-Jun-2021;10;0;-10
PH 9465;242012510542;9-Jun-2021;10;0;-10
PH 9465;242012510567;9-Jun-2021;10;0;-10
PH 9465;242012510568;9-Jun-2021;10;0;-10
PH 9465;242012510569;9-Jun-2021;10;0;-10
PH 9465;242012510570;9-Jun-2021;10;0;-10
PH 9465;242012510575;9-Jun-2021;10;0;-10
PH 9465;242012510576;9-Jun-2021;10;0;-10
PH 9465;242012510577;9-Jun-2021;10;0;-10
PH 9465;242012510578;9-Jun-2021;10;0;-10
PH 9465;242012510535;9-Jun-2021;20;0;-20
PH 9465;242012510536;9-Jun-2021;20;0;-20
PH 9465;242012510537;9-Jun-2021;20;0;-20
PH 9465;242012510538;9-Jun-2021;20;0;-20
PH 9465;242012510547;9-Jun-2021;20;0;-20
PH 9465;242012510548;9-Jun-2021;20;0;-20
PH 9465;242012510549;9-Jun-2021;20;0;-20
PH 9465;242012510550;9-Jun-2021;20;0;-20
PH 9465;242012510551;9-Jun-2021;20;0;-20
PH 9465;242012510552;9-Jun-2021;20;0;-20
PH 9465;242012510553;9-Jun-2021;20;0;-20
PH 9465;242012510554;9-Jun-2021;20;0;-20
PH 9465;242012510559;9-Jun-2021;20;0;-20
PH 9465;242012510560;9-Jun-2021;20;0;-20
PH 9465;242012510561;9-Jun-2021;20;0;-20
PH 9465;242012510562;9-Jun-2021;20;0;-20
PH 9465;242012510563;9-Jun-2021;20;0;-20
PH 9465;242012510564;9-Jun-2021;20;0;-20
PH 9465;242012510565;9-Jun-2021;20;0;-20
PH 9465;242012510566;9-Jun-2021;20;0;-20
PH 9465;242104511250;17-Jun-2021;1;0;-1
PH 9465;242104511251;22-Jun-2021;1;0;-1
PH 9465;242104511241;23-Jun-2021;8;0;-8
PH 9465;242104511242;23-Jun-2021;8;0;-8
PH 9465;242104511243;23-Jun-2021;8;0;-8
PH 9465;242104511244;23-Jun-2021;8;0;-8
PH 9465;242104511245;23-Jun-2021;8;0;-8
PH 9465;242104511246;23-Jun-2021;8;0;-8
PH 9465;242104511247;23-Jun-2021;8;0;-8
PH 9465;242104511248;23-Jun-2021;8;0;-8
PH 9465;242012510743;27-Jul-2021;4;0;-4
PH 9465;242012510744;27-Jul-2021;4;0;-4
PH 9465;242012510745;27-Jul-2021;4;0;-4
PH 9465;242012510746;27-Jul-2021;4;0;-4
PH 9465;242104510877;9-Ago-2021;4;0;-4
PH 9465;242104510878;9-Ago-2021;4;0;-4
PH 9465;242104510879;9-Ago-2021;4;0;-4
PH 9465;242104510880;9-Ago-2021;4;0;-4
PH 9465;242012510507;13-Ago-2021;3;0;-3
PH 9465;242012510509;13-Ago-2021;3;0;-3
PH 9465;242012510510;13-Ago-2021;3;0;-3
PH 9465;242104510888;20-Ago-2021;1;0;-1
PH 9465;242104510873;26-Ago-2021;4;0;-4
PH 9465;242104510874;26-Ago-2021;4;0;-4
PH 9465;242104510875;26-Ago-2021;4;0;-4
PH 9465;242104510876;26-Ago-2021;4;0;-4
PH 9465;242104510887;30-Ago-2021;1;0;-1
PH 9465;242104510885;1-Sep-2021;1;0;-1
PH 9465;242012510708;21-Sep-2021;2;0;-2
PH 9465;242012510709;21-Sep-2021;2;0;-2
PH 9465;242012510707;21-Sep-2021;1;0;-1
PH 9465;242012510679;22-Sep-2021;4;0;-4
PH 9465;242012510680;22-Sep-2021;4;0;-4
PH 9465;242012510681;22-Sep-2021;4;0;-4
PH 9465;242012510682;22-Sep-2021;4;0;-4
PH 9465;242012510667;28-Sep-2021;15;0;-15
PH 9465;242012510668;28-Sep-2021;15;0;-15
PH 9465;242012510670;28-Sep-2021;15;0;-15
PH 9465;242012510671;28-Sep-2021;15;0;-15
PH 9465;242012510672;28-Sep-2021;15;0;-15
PH 9465;242012510673;28-Sep-2021;15;0;-15
PH 9465;242012510674;28-Sep-2021;15;0;-15
PH 9465;242012510695;28-Sep-2021;15;0;-15
PH 9465;242012510696;28-Sep-2021;15;0;-15
PH 9465;242012510697;28-Sep-2021;15;0;-15
PH 9465;242012510698;28-Sep-2021;15;0;-15
PH 9465;242012510699;28-Sep-2021;15;0;-15
PH 9465;242012510700;28-Sep-2021;15;0;-15
PH 9465;242012510701;28-Sep-2021;15;0;-15
PH 9465;242012510702;28-Sep-2021;15;0;-15
PH 9465;242012510669;28-Sep-2021;6;0;-6
PH 9465;242012510687;28-Sep-2021;6;0;-6
PH 9465;242012510688;28-Sep-2021;6;0;-6
PH 9465;242012510689;28-Sep-2021;6;0;-6
PH 9465;242012510690;28-Sep-2021;6;0;-6
PH 9465;242012510710;28-Sep-2021;6;0;-6
PH 9465;242012510677;28-Sep-2021;5;0;-5
PH 9465;242012510683;28-Sep-2021;5;0;-5
PH 9465;242012510684;28-Sep-2021;5;0;-5
PH 9465;242012510685;28-Sep-2021;5;0;-5
PH 9465;242012510686;28-Sep-2021;5;0;-5
PH 9465;242012510655;4-Oct-2021;5;0;-5
PH 9465;242012510656;4-Oct-2021;5;0;-5
PH 9465;242012510657;4-Oct-2021;5;0;-5
PH 9465;242012510658;4-Oct-2021;5;0;-5
PH 9465;242012510676;4-Oct-2021;5;0;-5
PH 9465;242012510659;8-Oct-2021;4;0;-4
PH 9465;242012510660;8-Oct-2021;4;0;-4
PH 9465;242012510661;8-Oct-2021;4;0;-4
PH 9465;242012510662;8-Oct-2021;4;0;-4
PH 9465;242104511233;26-Oct-2021;4;0;-4
PH 9465;242104511234;26-Oct-2021;4;0;-4
PH 9465;242104511235;26-Oct-2021;4;0;-4
PH 9465;242104511236;26-Oct-2021;4;0;-4
PH 9465;242104511210;28-Oct-2021;3;0;-3
PH 9465;242104511211;28-Oct-2021;3;0;-3
PH 9465;242104511212;28-Oct-2021;3;0;-3
PH 9465;242104511229;3-Nov-2021;3;0;-3
PH 9465;242104511230;3-Nov-2021;3;0;-3
PH 9465;242104511232;3-Nov-2021;3;0;-3
PH 9465;242012510631;4-Nov-2021;40;0;-40
PH 9465;242012510632;4-Nov-2021;40;0;-40
PH 9465;242012510633;4-Nov-2021;40;0;-40
PH 9465;242012510634;4-Nov-2021;40;0;-40
PH 9465;242012510635;4-Nov-2021;40;0;-40
PH 9465;242012510636;4-Nov-2021;40;0;-40
PH 9465;242012510637;4-Nov-2021;40;0;-40
PH 9465;242012510638;4-Nov-2021;40;0;-40
PH 9465;242012510639;4-Nov-2021;40;0;-40
PH 9465;242012510640;4-Nov-2021;40;0;-40
PH 9465;242012510641;4-Nov-2021;40;0;-40
PH 9465;242012510642;4-Nov-2021;40;0;-40
PH 9465;242012510643;4-Nov-2021;40;0;-40
PH 9465;242012510644;4-Nov-2021;40;0;-40
PH 9465;242012510645;4-Nov-2021;40;0;-40
PH 9465;242012510646;4-Nov-2021;40;0;-40
PH 9465;242012510647;4-Nov-2021;40;0;-40
PH 9465;242012510648;4-Nov-2021;40;0;-40
PH 9465;242012510649;4-Nov-2021;40;0;-40
PH 9465;242012510650;4-Nov-2021;40;0;-40
PH 9465;242104511197;4-Nov-2021;40;0;-40
PH 9465;242104511198;4-Nov-2021;40;0;-40
PH 9465;242104511199;4-Nov-2021;40;0;-40
PH 9465;242104511200;4-Nov-2021;40;0;-40
PH 9465;242104511213;4-Nov-2021;40;0;-40
PH 9465;242104511214;4-Nov-2021;40;0;-40
PH 9465;242104511215;4-Nov-2021;40;0;-40
PH 9465;242104511216;4-Nov-2021;40;0;-40
PH 9465;242104511217;4-Nov-2021;40;0;-40
PH 9465;242104511218;4-Nov-2021;40;0;-40
PH 9465;242104511219;4-Nov-2021;40;0;-40
PH 9465;242104511220;4-Nov-2021;40;0;-40
PH 9465;242104511221;4-Nov-2021;40;0;-40
PH 9465;242104511222;4-Nov-2021;40;0;-40
PH 9465;242104511223;4-Nov-2021;40;0;-40
PH 9465;242104511224;4-Nov-2021;40;0;-40
PH 9465;242104511225;4-Nov-2021;40;0;-40
PH 9465;242104511226;4-Nov-2021;40;0;-40
PH 9465;242104511227;4-Nov-2021;40;0;-40
PH 9465;242104511228;4-Nov-2021;40;0;-40
PH 9465;242012510664;9-Nov-2021;1;0;-1
PH 9465;242104511231;15-Nov-2021;1;0;-1
PH 9465;242104511023;22-Nov-2021;2;0;-2
PH 9465;242104511209;22-Nov-2021;2;0;-2
PH 9465;242012510627;23-Nov-2021;8;0;-8
PH 9465;242012510628;23-Nov-2021;8;0;-8
PH 9465;242012510629;23-Nov-2021;8;0;-8
PH 9465;242012510630;23-Nov-2021;8;0;-8
PH 9465;242104511025;23-Nov-2021;8;0;-8
PH 9465;242104511026;23-Nov-2021;8;0;-8
PH 9465;242104511027;23-Nov-2021;8;0;-8
PH 9465;242104511028;23-Nov-2021;8;0;-8
PH 9465;242104511021;25-Nov-2021;1;0;-1
PH 9465;242104511022;30-Nov-2021;10;0;-10
PH 9465;242104511024;30-Nov-2021;10;0;-10
PH 9465;242104511065;30-Nov-2021;10;0;-10
PH 9465;242104511066;30-Nov-2021;10;0;-10
PH 9465;242104511067;30-Nov-2021;10;0;-10
PH 9465;242104511068;30-Nov-2021;10;0;-10
PH 9465;242104511073;30-Nov-2021;10;0;-10
PH 9465;242104511074;30-Nov-2021;10;0;-10
PH 9465;242104511075;30-Nov-2021;10;0;-10
PH 9465;242104511076;30-Nov-2021;10;0;-10
PH 9465;242104511061;2-Dic-2021;5;0;-5
PH 9465;242104511062;2-Dic-2021;5;0;-5
PH 9465;242104511063;2-Dic-2021;5;0;-5
PH 9465;242104511064;2-Dic-2021;5;0;-5
PH 9465;242104511108;2-Dic-2021;5;0;-5
PH 9465;242104511105;14-Dic-2021;2;0;-2
PH 9465;242104511106;14-Dic-2021;2;0;-2
PH 9465;242104511097;15-Dic-2021;1;0;-1
PH 9465;242104511098;15-Dic-2021;3;0;-3
PH 9465;242104511099;15-Dic-2021;3;0;-3
PH 9465;242104511100;15-Dic-2021;3;0;-3
PH 9465;242104511082;16-Dic-2021;2;0;-2
PH 9465;242104511083;16-Dic-2021;2;0;-2
PH 9465;242104511081;21-Dic-2021;2;0;-2
PH 9465;242104511084;21-Dic-2021;2;0;-2
PH 9465;242104511104;22-Dic-2021;2;0;-2
PH 9465;242104511231;22-Dic-2021;2;0;-2
PH 9465;242104511102;23-Dic-2021;2;0;-2
PH 9465;242104511103;23-Dic-2021;2;0;-2
PH 9465;242104511085;30-Dic-2021;8;0;-8
PH 9465;242104511086;30-Dic-2021;8;0;-8
PH 9465;242104511087;30-Dic-2021;8;0;-8
PH 9465;242104511088;30-Dic-2021;8;0;-8
PH 9465;242104511093;30-Dic-2021;8;0;-8
PH 9465;242104511094;30-Dic-2021;8;0;-8
PH 9465;242104511095;30-Dic-2021;8;0;-8
PH 9465;242104511096;30-Dic-2021;8;0;-8
PH 9465;242104511110;10-Ene-2022;5;0;-5
PH 9465;242104511189;10-Ene-2022;5;0;-5
PH 9465;242104511190;10-Ene-2022;5;0;-5
PH 9465;242104511191;10-Ene-2022;5;0;-5
PH 9465;242104511192;10-Ene-2022;5;0;-5
PH 9465;242104511089;13-Ene-2022;4;0;-4
PH 9465;242104511090;13-Ene-2022;4;0;-4
PH 9465;242104511091;13-Ene-2022;4;0;-4
PH 9465;242104511092;13-Ene-2022;4;0;-4
PH 9465;242104511144;14-Ene-2022;1;0;-1
PH 9465;242104511125;3-Mar-2022;32;0;-32
PH 9465;242104511126;3-Mar-2022;32;0;-32
PH 9465;242104511127;3-Mar-2022;32;0;-32
PH 9465;242104511128;3-Mar-2022;32;0;-32
PH 9465;242104511129;3-Mar-2022;32;0;-32
PH 9465;242104511130;3-Mar-2022;32;0;-32
PH 9465;242104511131;3-Mar-2022;32;0;-32
PH 9465;242104511132;3-Mar-2022;32;0;-32
PH 9465;242104511137;3-Mar-2022;32;0;-32
PH 9465;242104511138;3-Mar-2022;32;0;-32
PH 9465;242104511139;3-Mar-2022;32;0;-32
PH 9465;242104511140;3-Mar-2022;32;0;-32
PH 9465;242104511165;3-Mar-2022;32;0;-32
PH 9465;242104511166;3-Mar-2022;32;0;-32
PH 9465;242104511167;3-Mar-2022;32;0;-32
PH 9465;242104511168;3-Mar-2022;32;0;-32
PH 9465;242104511169;3-Mar-2022;32;0;-32
PH 9465;242104511170;3-Mar-2022;32;0;-32
PH 9465;242104511171;3-Mar-2022;32;0;-32
PH 9465;242104511172;3-Mar-2022;32;0;-32
PH 9465;242104511173;3-Mar-2022;32;0;-32
PH 9465;242104511174;3-Mar-2022;32;0;-32
PH 9465;242104511175;3-Mar-2022;32;0;-32
PH 9465;242104511176;3-Mar-2022;32;0;-32
PH 9465;242104511177;3-Mar-2022;32;0;-32
PH 9465;242104511178;3-Mar-2022;32;0;-32
PH 9465;242104511179;3-Mar-2022;32;0;-32
PH 9465;242104511180;3-Mar-2022;32;0;-32
PH 9465;242104511185;3-Mar-2022;32;0;-32
PH 9465;242104511186;3-Mar-2022;32;0;-32
PH 9465;242104511187;3-Mar-2022;32;0;-32
PH 9465;242104511188;3-Mar-2022;32;0;-32
PH 9465;242104510889;22-Mar-2022;4;0;-4
PH 9465;242104510890;22-Mar-2022;4;0;-4
PH 9465;242104510891;22-Mar-2022;4;0;-4
PH 9465;242104510892;22-Mar-2022;4;0;-4
PH 9465;242104510936;23-Mar-2022;1;0;-1
PH 9465;242104510935;25-Mar-2022;1;0;-1
PH 9465;242104510905;25-Mar-2022;8;0;-8
PH 9465;242104510906;25-Mar-2022;8;0;-8
PH 9465;242104510907;25-Mar-2022;8;0;-8
PH 9465;242104510908;25-Mar-2022;8;0;-8
PH 9465;242104510929;25-Mar-2022;8;0;-8
PH 9465;242104510930;25-Mar-2022;8;0;-8
PH 9465;242104510931;25-Mar-2022;8;0;-8
PH 9465;242104510932;25-Mar-2022;8;0;-8
PH 9465;242104510921;30-Mar-2022;3;0;-3
PH 9465;242104510922;30-Mar-2022;3;0;-3
PH 9465;242104510923;30-Mar-2022;3;0;-3
PH 9465;242104510869;4-Abr-2022;64;0;-64
PH 9465;242104510870;4-Abr-2022;64;0;-64
PH 9465;242104510871;4-Abr-2022;64;0;-64
PH 9465;242104510872;4-Abr-2022;64;0;-64
PH 9465;242104510981;4-Abr-2022;64;0;-64
PH 9465;242104510982;4-Abr-2022;64;0;-64
PH 9465;242104510983;4-Abr-2022;64;0;-64
PH 9465;242104510984;4-Abr-2022;64;0;-64
PH 9465;242104510985;4-Abr-2022;64;0;-64
PH 9465;242104510986;4-Abr-2022;64;0;-64
PH 9465;242104510987;4-Abr-2022;64;0;-64
PH 9465;242104510988;4-Abr-2022;64;0;-64
PH 9465;242104510989;4-Abr-2022;64;0;-64
PH 9465;242104510990;4-Abr-2022;64;0;-64
PH 9465;242104510991;4-Abr-2022;64;0;-64
PH 9465;242104510992;4-Abr-2022;64;0;-64
PH 9465;242104510997;4-Abr-2022;64;0;-64
PH 9465;242104510998;4-Abr-2022;64;0;-64
PH 9465;242104510999;4-Abr-2022;64;0;-64
PH 9465;242104511000;4-Abr-2022;64;0;-64
PH 9465;242104511001;4-Abr-2022;64;0;-64
PH 9465;242104511002;4-Abr-2022;64;0;-64
PH 9465;242104511003;4-Abr-2022;64;0;-64
PH 9465;242104511004;4-Abr-2022;64;0;-64
PH 9465;242104511005;4-Abr-2022;64;0;-64
PH 9465;242104511006;4-Abr-2022;64;0;-64
PH 9465;242104511007;4-Abr-2022;64;0;-64
PH 9465;242104511008;4-Abr-2022;64;0;-64
PH 9465;242104511009;4-Abr-2022;64;0;-64
PH 9465;242104511010;4-Abr-2022;64;0;-64
PH 9465;242104511011;4-Abr-2022;64;0;-64
PH 9465;242104511012;4-Abr-2022;64;0;-64
PH 9465;242104511013;4-Abr-2022;64;0;-64
PH 9465;242104511014;4-Abr-2022;64;0;-64
PH 9465;242104511015;4-Abr-2022;64;0;-64
PH 9465;242104511016;4-Abr-2022;64;0;-64
PH 9465;242104511017;4-Abr-2022;64;0;-64
PH 9465;242104511018;4-Abr-2022;64;0;-64
PH 9465;242104511019;4-Abr-2022;64;0;-64
PH 9465;242104511020;4-Abr-2022;64;0;-64
PH 9465;242104511037;4-Abr-2022;64;0;-64
PH 9465;242104511038;4-Abr-2022;64;0;-64
PH 9465;242104511039;4-Abr-2022;64;0;-64
PH 9465;242104511040;4-Abr-2022;64;0;-64
PH 9465;242104511041;4-Abr-2022;64;0;-64
PH 9465;242104511042;4-Abr-2022;64;0;-64
PH 9465;242104511043;4-Abr-2022;64;0;-64
PH 9465;242104511044;4-Abr-2022;64;0;-64
PH 9465;242104511045;4-Abr-2022;64;0;-64
PH 9465;242104511046;4-Abr-2022;64;0;-64
PH 9465;242104511047;4-Abr-2022;64;0;-64
PH 9465;242104511048;4-Abr-2022;64;0;-64
PH 9465;242104511049;4-Abr-2022;64;0;-64
PH 9465;242104511050;4-Abr-2022;64;0;-64
PH 9465;242104511051;4-Abr-2022;64;0;-64
PH 9465;242104511052;4-Abr-2022;64;0;-64
PH 9465;242104511053;4-Abr-2022;64;0;-64
PH 9465;242104511054;4-Abr-2022;64;0;-64
PH 9465;242104511055;4-Abr-2022;64;0;-64
PH 9465;242104511056;4-Abr-2022;64;0;-64
PH 9465;242104511057;4-Abr-2022;64;0;-64
PH 9465;242104511058;4-Abr-2022;64;0;-64
PH 9465;242104511059;4-Abr-2022;64;0;-64
PH 9465;242104511060;4-Abr-2022;64;0;-64
PH 9465;242104510978;7-Abr-2022;3;0;-3
PH 9465;242104510979;7-Abr-2022;3;0;-3
PH 9465;242104510980;7-Abr-2022;3;0;-3
PH 9465;242104510994;21-Abr-2022;2;0;-2
PH 9465;242104510996;21-Abr-2022;2;0;-2
PH 9465;242104510973;21-Abr-2022;5;0;-5
PH 9465;242104510974;21-Abr-2022;5;0;-5
PH 9465;242104510975;21-Abr-2022;5;0;-5
PH 9465;242104510976;21-Abr-2022;5;0;-5
PH 9465;242104510995;21-Abr-2022;5;0;-5
PH 9465;242104510925;22-Abr-2022;1;0;-1
PH 9465;242104510953;22-Abr-2022;8;0;-8
PH 9465;242104510954;22-Abr-2022;8;0;-8
PH 9465;242104510955;22-Abr-2022;8;0;-8
PH 9465;242104510956;22-Abr-2022;8;0;-8
PH 9465;242104510969;22-Abr-2022;8;0;-8
PH 9465;242104510970;22-Abr-2022;8;0;-8
PH 9465;242104510971;22-Abr-2022;8;0;-8
PH 9465;242104510972;22-Abr-2022;8;0;-8
PH 9465;242104510949;27-Abr-2022;8;0;-8
PH 9465;242104510950;27-Abr-2022;8;0;-8
PH 9465;242104510951;27-Abr-2022;8;0;-8
PH 9465;242104510952;27-Abr-2022;8;0;-8
PH 9465;242104510957;27-Abr-2022;8;0;-8
PH 9465;242104510958;27-Abr-2022;8;0;-8
PH 9465;242104510959;27-Abr-2022;8;0;-8
PH 9465;242104510960;27-Abr-2022;8;0;-8
PH 9465;242104510937;27-Abr-2022;4;0;-4
PH 9465;242104510938;27-Abr-2022;4;0;-4
PH 9465;242104510939;27-Abr-2022;4;0;-4
PH 9465;242104510940;27-Abr-2022;4;0;-4
PH 9465;242104510926;27-Abr-2022;10;0;-10
PH 9465;242104510927;27-Abr-2022;10;0;-10
PH 9465;242104510941;27-Abr-2022;10;0;-10
PH 9465;242104510942;27-Abr-2022;10;0;-10
