Mov Alm -> Referencia;Número de Serie;Mov Alm -> Fecha;Mov Alm -> Salidas;Mov Alm -> Entradas;Mov Alm -> Cantidad con signo
PH 7210;3200437X30000043;19-Dic-2018;4;0;-4
PH 7210;3200437X30000044;19-Dic-2018;4;0;-4
PH 7210;3200437X30000045;19-Dic-2018;4;0;-4
PH 7210;3200437X30000207;19-Dic-2018;4;0;-4
PH 7210;3200437X30000071;19-Dic-2018;2;0;-2
PH 7210;3200437X30000072;19-Dic-2018;2;0;-2
PH 7210;3200437X30000064;9-Ene-2019;4;0;-4
PH 7210;3200437X30000067;9-Ene-2019;4;0;-4
PH 7210;3200437X30000068;9-Ene-2019;4;0;-4
PH 7210;3200437X30000069;9-Ene-2019;4;0;-4
PH 7210;3200437X30000061;16-Ene-2019;5;0;-5
PH 7210;3200437X30000062;16-Ene-2019;5;0;-5
PH 7210;3200437X30000063;16-Ene-2019;5;0;-5
PH 7210;3200437X30000238;16-Ene-2019;5;0;-5
PH 7210;3200437X30000240;16-Ene-2019;5;0;-5
PH 7210;3200437X30000235;21-Ene-2019;4;0;-4
PH 7210;3200437X30000236;21-Ene-2019;4;0;-4
PH 7210;3200437X30000237;21-Ene-2019;4;0;-4
PH 7210;3200437X30000239;21-Ene-2019;4;0;-4
PH 7210;3200437X30000066;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000325;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000326;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000327;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000331;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000332;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000333;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000352;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000353;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000354;11-Feb-2019;10;0;-10
PH 7210;3200438Q30000355;26-Mar-2019;1;0;-1
PH 7210;3200438Q30000356;5-Abr-2019;5;0;-5
PH 7210;3200438Q30000357;5-Abr-2019;5;0;-5
PH 7210;3200438Q30000364;5-Abr-2019;5;0;-5
PH 7210;3200438Q30000365;5-Abr-2019;5;0;-5
PH 7210;3200438Q30000366;5-Abr-2019;5;0;-5
PH 7210;3200438Q30000335;11-Abr-2019;5;0;-5
PH 7210;3200438Q30000336;11-Abr-2019;5;0;-5
PH 7210;3200438Q30000367;11-Abr-2019;5;0;-5
PH 7210;3200438Q30000368;11-Abr-2019;5;0;-5
PH 7210;3200438Q30000369;11-Abr-2019;5;0;-5
PH 7210;3200438Q30000337;16-Abr-2019;4;0;-4
PH 7210;3200438Q30000338;16-Abr-2019;4;0;-4
PH 7210;3200438Q30000339;16-Abr-2019;4;0;-4
PH 7210;3200438Q30000378;16-Abr-2019;4;0;-4
PH 7210;3200438Q30000334;23-Abr-2019;4;0;-4
PH 7210;3200438Q30000361;23-Abr-2019;4;0;-4
PH 7210;3200438Q30000362;23-Abr-2019;4;0;-4
PH 7210;3200438Q30000363;23-Abr-2019;4;0;-4
PH 7210;3200438Q30000248;9-May-2019;1;0;-1
PH 7210;3200438q30000251;20-May-2019;1;0;-1
PH 7210;3200438Q30000111;29-May-2019;2;0;-2
PH 7210;3200438Q30000110;29-May-2019;2;0;-2
PH 7210;3200438Q30000106;30-May-2019;6;0;-6
PH 7210;3200438Q30000107;30-May-2019;6;0;-6
PH 7210;3200438Q30000108;30-May-2019;6;0;-6
PH 7210;3200438Q30000115;30-May-2019;6;0;-6
PH 7210;3200438Q30000116;30-May-2019;6;0;-6
PH 7210;3200438Q30000117;30-May-2019;6;0;-6
PH 7210;3200438Q30000095;4-Jun-2019;2;0;-2
PH 7210;3200438Q30000096;4-Jun-2019;2;0;-2
PH 7210;3200438Q30000220;10-Jun-2019;3;0;-3
PH 7210;3200438Q30000221;10-Jun-2019;3;0;-3
PH 7210;3200438Q30000222;10-Jun-2019;3;0;-3
PH 7210;3200438Q30000242;17-Jun-2019;2;0;-2
PH 7210;3200438Q30000243;17-Jun-2019;2;0;-2
PH 7210;3200438Q30000098;24-Jun-2019;5;0;-5
PH 7210;3200438Q30000099;24-Jun-2019;5;0;-5
PH 7210;3200438Q30000235;24-Jun-2019;5;0;-5
PH 7210;3200438Q30000236;24-Jun-2019;5;0;-5
PH 7210;3200438Q30000237;24-Jun-2019;5;0;-5
PH 7210;3200438Q30000088;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000089;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000090;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000097;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000103;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000104;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000105;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000217;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000218;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000219;26-Jun-2019;10;0;-10
PH 7210;3200438Q30000083;11-Jul-2019;1;0;-1
PH 7210;3200438Q30000082;17-Jul-2019;1;0;-1
PH 7210;3200438q30000076;20-Ago-2019;2;0;-2
PH 7210;3200438q30000077;20-Ago-2019;2;0;-2
PH 7210;3200438Q30000080;23-Ago-2019;4;0;-4
PH 7210;3200438Q30000100;23-Ago-2019;4;0;-4
PH 7210;3200438Q30000101;23-Ago-2019;4;0;-4
PH 7210;3200438Q30000102;23-Ago-2019;4;0;-4
PH 7210;3200438Q30000081;5-Sep-2019;4;0;-4
PH 7210;3200438Q30000121;5-Sep-2019;4;0;-4
PH 7210;3200438Q30000122;5-Sep-2019;4;0;-4
PH 7210;3200438Q30000123;5-Sep-2019;4;0;-4
PH 7210;3200438Q30000079;9-Sep-2019;1;0;-1
PH 7210;3200438Q30000118;25-Sep-2019;2;0;-2
PH 7210;3200438Q30000120;25-Sep-2019;2;0;-2
PH 7210;3200438Q30000299;1-Oct-2019;2;0;-2
PH 7210;3200438Q30000300;1-Oct-2019;2;0;-2
PH 7210;3200438Q30000289;17-Oct-2019;1;0;-1
PH 7210;3200438q30000290;28-Oct-2019;1;0;-1
PH 7210;3200438Q30000302;11-Nov-2019;2;0;-2
PH 7210;3200438Q30000303;11-Nov-2019;2;0;-2
PH 7210;3200438Q30000292;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000304;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000305;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000306;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000310;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000311;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000312;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000316;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000317;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000318;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000259;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000260;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000261;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000268;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000269;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000270;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000293;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000313;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000314;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000315;13-Nov-2019;10;0;-10
PH 7210;3200438Q30000294;18-Nov-2019;1;0;-1
PH 7210;3200438Q30000319;18-Nov-2019;4;0;-4
PH 7210;3200438Q30000320;18-Nov-2019;4;0;-4
PH 7210;3200438Q30000321;18-Nov-2019;4;0;-4
PH 7210;3200438Q30000323;18-Nov-2019;4;0;-4
PH 7210;3200438Q30000274;2-Dic-2019;4;0;-4
PH 7210;3200438Q30000280;2-Dic-2019;4;0;-4
PH 7210;3200438Q30000281;2-Dic-2019;4;0;-4
PH 7210;3200438Q30000282;2-Dic-2019;4;0;-4
PH 7210;3200438q30000256;2-Dic-2019;1;0;-1
PH 7210;3200438Q30000262;2-Dic-2019;6;0;-6
PH 7210;3200438Q30000263;2-Dic-2019;6;0;-6
PH 7210;3200438Q30000264;2-Dic-2019;6;0;-6
PH 7210;3200438Q30000277;2-Dic-2019;6;0;-6
PH 7210;3200438Q30000278;2-Dic-2019;6;0;-6
PH 7210;3200438Q30000279;2-Dic-2019;6;0;-6
PH 7210;3200438Q30000258;3-Dic-2019;1;0;-1
PH 7210;3200438Q30000346;12-Dic-2019;5;0;-5
PH 7210;3200438Q30000347;12-Dic-2019;5;0;-5
PH 7210;3200438Q30000373;12-Dic-2019;5;0;-5
PH 7210;3200438Q30000374;12-Dic-2019;5;0;-5
PH 7210;3200438Q30000375;12-Dic-2019;5;0;-5
PH 7210;3200438Q30000348;17-Dic-2019;4;0;-4
PH 7210;3200438Q30000349;17-Dic-2019;4;0;-4
PH 7210;3200438Q30000350;17-Dic-2019;4;0;-4
PH 7210;3200438Q30000351;17-Dic-2019;4;0;-4
PH 7210;3200438Q30000205;18-Dic-2019;4;0;-4
PH 7210;3200438Q30000206;18-Dic-2019;4;0;-4
PH 7210;3200438Q30000207;18-Dic-2019;4;0;-4
PH 7210;3200438Q30000267;18-Dic-2019;4;0;-4
PH 7210;3200438Q30000229;2-Ene-2020;4;0;-4
PH 7210;3200438Q30000230;2-Ene-2020;4;0;-4
PH 7210;3200438Q30000231;2-Ene-2020;4;0;-4
PH 7210;3200438Q30000344;2-Ene-2020;4;0;-4
PH 7210;3200438Q30000208;16-Ene-2020;10;0;-10
PH 7210;3200438Q30000209;16-Ene-2020;10;0;-10
PH 7210;3200438Q30000210;16-Ene-2020;10;0;-10
PH 7210;3200438Q30000211;16-Ene-2020;10;0;-10
PH 7210;3200438Q30000212;16-Ene-2020;10;0;-10
PH 7210;3200438Q30000213;16-Ene-2020;10;0;-10
PH 7210;3200438Q30000226;16-Ene-2020;10;0;-10
PH 7210;3200438Q30000227;16-Ene-2020;10;0;-10
PH 7210;3200438Q30000228;16-Ene-2020;10;0;-10
PH 7210;3200438Q30000233;16-Ene-2020;10;0;-10
PH 7210;3200438q30000035;27-Ene-2020;1;0;-1
PH 7210;3200438Q30000034;29-Ene-2020;1;0;-1
PH 7210;3200438Q30000040;30-Ene-2020;2;0;-2
PH 7210;3200438Q30000042;30-Ene-2020;2;0;-2
PH 7210;3200438Q30000036;27-Feb-2020;4;0;-4
PH 7210;3200438Q30000037;27-Feb-2020;4;0;-4
PH 7210;3200438Q30000038;27-Feb-2020;4;0;-4
PH 7210;3200438Q30000039;27-Feb-2020;4;0;-4
PH 7210;3200438q30000041;3-Mar-2020;1;0;-1
PH 7210;3200438Q30000013;27-Abr-2020;4;0;-4
PH 7210;3200438Q30000014;27-Abr-2020;4;0;-4
PH 7210;3200438Q30000015;27-Abr-2020;4;0;-4
PH 7210;3200438Q30000022;27-Abr-2020;4;0;-4
PH 7210;3200438Q30000023;29-Abr-2020;1;0;-1
PH 7210;3200438Q30000019;21-May-2020;5;0;-5
PH 7210;3200438Q30000020;21-May-2020;5;0;-5
PH 7210;3200438Q30000021;21-May-2020;5;0;-5
PH 7210;3200438Q30000070;21-May-2020;5;0;-5
PH 7210;3200438Q30000071;21-May-2020;5;0;-5
PH 7210;3200438Q30000072;29-May-2020;10;0;-10
PH 7210;3200438Q30000160;29-May-2020;10;0;-10
PH 7210;3200438Q30000161;29-May-2020;10;0;-10
PH 7210;3200438Q30000162;29-May-2020;10;0;-10
PH 7210;3200438Q30000181;29-May-2020;10;0;-10
PH 7210;3200438Q30000182;29-May-2020;10;0;-10
PH 7210;3200438Q30000183;29-May-2020;10;0;-10
PH 7210;3200438Q30000184;29-May-2020;10;0;-10
PH 7210;3200438Q30000185;29-May-2020;10;0;-10
PH 7210;3200438Q30000186;29-May-2020;10;0;-10
PH 7210;3200438Q30000157;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000158;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000159;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000187;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000188;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000189;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000190;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000196;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000197;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000198;5-Jun-2020;10;0;-10
PH 7210;3200438Q30000191;8-Jun-2020;2;0;-2
PH 7210;3200438Q30000194;8-Jun-2020;2;0;-2
PH 7210;3200438Q30000007;10-Jun-2020;4;0;-4
PH 7210;3200438Q30000008;10-Jun-2020;4;0;-4
PH 7210;3200438Q30000009;10-Jun-2020;4;0;-4
PH 7210;3200438Q30000193;10-Jun-2020;4;0;-4
PH 7210;3200438Q30000058;12-Jun-2020;8;0;-8
PH 7210;3200438Q30000060;12-Jun-2020;8;0;-8
PH 7210;3200438Q30000064;12-Jun-2020;8;0;-8
PH 7210;3200438Q30000065;12-Jun-2020;8;0;-8
PH 7210;3200438Q30000066;12-Jun-2020;8;0;-8
PH 7210;3200438Q30000067;12-Jun-2020;8;0;-8
PH 7210;3200438Q30000068;12-Jun-2020;8;0;-8
PH 7210;3200438Q30000069;12-Jun-2020;8;0;-8
PH 7210;3200438Q30000018;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000025;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000026;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000027;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000046;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000047;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000048;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000052;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000053;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000054;12-Jun-2020;10;0;-10
PH 7210;3200438Q30000135;25-Jun-2020;1;0;-1
PH 7210;3200438Q30000133;26-Jun-2020;2;0;-2
PH 7210;3200438Q30000134;26-Jun-2020;2;0;-2
PH 7210;3200438Q30000170;6-Jul-2020;1;0;-1
PH 7210;3200438Q30000139;6-Jul-2020;4;0;-4
PH 7210;3200438Q30000140;6-Jul-2020;4;0;-4
PH 7210;3200438Q30000141;6-Jul-2020;4;0;-4
PH 7210;3200438Q30000171;6-Jul-2020;4;0;-4
PH 7210;3200438Q30000142;16-Jul-2020;1;0;-1
PH 7210;3200438Q30000144;21-Jul-2020;1;0;-1
PH 7210;3200438Q30000143;27-Jul-2020;1;0;-1
PH 7210;3200438Q30000138;29-Jul-2020;1;0;-1
PH 7210;3200438Q30000137;29-Jul-2020;1;0;-1
PH 7210;3200438Q30000147;25-Ago-2020;1;0;-1
PH 7210;3200438Q30000150;1-Sep-2020;1;0;-1
PH 7210;3200438Q30000151;9-Sep-2020;5;0;-5
PH 7210;3200438Q30000152;9-Sep-2020;5;0;-5
PH 7210;3200438Q30000153;9-Sep-2020;5;0;-5
PH 7210;3200438Q30000176;9-Sep-2020;5;0;-5
PH 7210;3200438Q30000177;9-Sep-2020;5;0;-5
PH 7210;3200438q30000172;15-Sep-2020;1;0;-1
PH 7210;3200438Q30000173;16-Sep-2020;1;0;-1
PH 7210;3200438q30000174;18-Sep-2020;2;0;-2
PH 7210;3200438q30000178;18-Sep-2020;2;0;-2
PH 7210;3200430X30000056;26-Nov-2020;2;0;-2
PH 7210;3200430X30000057;26-Nov-2020;2;0;-2
PH 7210;3200430X30000064;26-Nov-2020;3;0;-3
PH 7210;3200430X30000065;26-Nov-2020;3;0;-3
PH 7210;3200430X30000066;26-Nov-2020;3;0;-3
PH 7210;3200430X30000055;26-Nov-2020;2;0;-2
PH 7210;3200430X30000072;26-Nov-2020;2;0;-2
PH 7210;3200430X30000044;27-Nov-2020;4;0;-4
PH 7210;3200430X30000067;27-Nov-2020;4;0;-4
PH 7210;3200430X30000068;27-Nov-2020;4;0;-4
PH 7210;3200430X30000069;27-Nov-2020;4;0;-4
PH 7210;3200430x30000045;1-Dic-2020;1;0;-1
PH 7210;3200430x30000043;1-Dic-2020;1;0;-1
PH 7210;3200430x30000049;2-Dic-2020;1;0;-1
PH 7210;3200430x30000051;2-Dic-2020;1;0;-1
PH 7210;3200430x30000050;2-Dic-2020;1;0;-1
PH 7210;3200430X30000088;3-Dic-2020;2;0;-2
PH 7210;3200430X30000089;3-Dic-2020;2;0;-2
PH 7210;3200430X30000058;9-Dic-2020;4;0;-4
PH 7210;3200430X30000076;9-Dic-2020;4;0;-4
PH 7210;3200430X30000077;9-Dic-2020;4;0;-4
PH 7210;3200430X30000078;9-Dic-2020;4;0;-4
PH 7210;3200430X30000108;11-Dic-2020;1;0;-1
PH 7210;3200430X30000059;14-Dic-2020;1;0;-1
PH 7210;3200430X30000104;15-Dic-2020;1;0;-1
PH 7210;3200430X30000001;15-Dic-2020;20;0;-20
PH 7210;3200430X30000002;15-Dic-2020;20;0;-20
PH 7210;3200430X30000003;15-Dic-2020;20;0;-20
PH 7210;3200430X30000026;15-Dic-2020;20;0;-20
PH 7210;3200430X30000027;15-Dic-2020;20;0;-20
PH 7210;3200430X30000040;15-Dic-2020;20;0;-20
PH 7210;3200430X30000041;15-Dic-2020;20;0;-20
PH 7210;3200430X30000042;15-Dic-2020;20;0;-20
PH 7210;3200430X30000046;15-Dic-2020;20;0;-20
PH 7210;3200430X30000047;15-Dic-2020;20;0;-20
PH 7210;3200430X30000048;15-Dic-2020;20;0;-20
PH 7210;3200430X30000052;15-Dic-2020;20;0;-20
PH 7210;3200430X30000053;15-Dic-2020;20;0;-20
PH 7210;3200430X30000054;15-Dic-2020;20;0;-20
PH 7210;3200430X30000061;15-Dic-2020;20;0;-20
PH 7210;3200430X30000062;15-Dic-2020;20;0;-20
PH 7210;3200430X30000063;15-Dic-2020;20;0;-20
PH 7210;3200430X30000094;15-Dic-2020;20;0;-20
PH 7210;3200430X30000095;15-Dic-2020;20;0;-20
PH 7210;3200430X30000096;15-Dic-2020;20;0;-20
PH 7210;3200430x30000103;15-Dic-2020;1;0;-1
PH 7210;3200430X30000031;16-Dic-2020;3;0;-3
PH 7210;3200430X30000032;16-Dic-2020;3;0;-3
PH 7210;3200430X30000033;16-Dic-2020;3;0;-3
PH 7210;3200430X30000008;20-Dic-2020;1;0;-1
PH 7210;3200430X30000022;30-Dic-2020;1;0;-1
PH 7210;3200430X30000036;7-Ene-2021;1;0;-1
PH 7210;3200430X30000024;7-Ene-2021;1;0;-1
PH 7210;3200430X30000038;8-Ene-2021;4;0;-4
PH 7210;3200430X30000121;8-Ene-2021;4;0;-4
PH 7210;3200430X30000122;8-Ene-2021;4;0;-4
PH 7210;3200430X30000123;8-Ene-2021;4;0;-4
PH 7210;3200430X30000120;12-Ene-2021;1;0;-1
PH 7210;3200430X30000073;13-Ene-2021;4;0;-4
PH 7210;3200430X30000074;13-Ene-2021;4;0;-4
PH 7210;3200430X30000075;13-Ene-2021;4;0;-4
PH 7210;3200430X30000119;13-Ene-2021;4;0;-4
PH 7210;3200430x30000081;14-Ene-2021;1;0;-1
PH 7210;3200430X30000080;15-Ene-2021;1;0;-1
PH 7210;3200430X30000079;18-Ene-2021;1;0;-1
PH 7210;3200430X30000091;19-Ene-2021;3;0;-3
PH 7210;3200430X30000092;19-Ene-2021;3;0;-3
PH 7210;3200430X30000093;19-Ene-2021;3;0;-3
PH 7210;3200430X30000097;19-Ene-2021;2;0;-2
PH 7210;3200430X30000098;19-Ene-2021;2;0;-2
PH 7210;3200430X30000082;21-Ene-2021;2;0;-2
PH 7210;3200430X30000083;21-Ene-2021;2;0;-2
PH 7210;3200430X30000115;22-Ene-2021;1;0;-1
PH 7210;3200430X30000109;28-Ene-2021;4;0;-4
PH 7210;3200430X30000110;28-Ene-2021;4;0;-4
PH 7210;3200430X30000124;28-Ene-2021;4;0;-4
PH 7210;3200430X30000125;28-Ene-2021;4;0;-4
PH 7210;3200430X30000098;28-Ene-2021;1;0;-1
PH 7210;3200430X30000097;1-Mar-2021;1;0;-1
PH 7210;320043AN30000185;16-Abr-2021;4;0;-4
PH 7210;320043AN30000199;16-Abr-2021;4;0;-4
PH 7210;320043AN30000200;16-Abr-2021;4;0;-4
PH 7210;320043AN30000201;16-Abr-2021;4;0;-4
PH 7210;320043AN30000150;19-Abr-2021;1;0;-1
PH 7210;320043AN30000100;19-Abr-2021;12;0;-12
PH 7210;320043AN30000101;19-Abr-2021;12;0;-12
PH 7210;320043AN30000102;19-Abr-2021;12;0;-12
PH 7210;320043AN30000109;19-Abr-2021;12;0;-12
PH 7210;320043AN30000110;19-Abr-2021;12;0;-12
PH 7210;320043AN30000111;19-Abr-2021;12;0;-12
PH 7210;320043AN30000112;19-Abr-2021;12;0;-12
PH 7210;320043AN30000113;19-Abr-2021;12;0;-12
PH 7210;320043AN30000114;19-Abr-2021;12;0;-12
PH 7210;320043AN30000115;19-Abr-2021;12;0;-12
PH 7210;320043AN30000116;19-Abr-2021;12;0;-12
PH 7210;320043AN30000117;19-Abr-2021;12;0;-12
PH 7210;320043AN30000184;21-Abr-2021;2;0;-2
PH 7210;320043AN30000186;21-Abr-2021;2;0;-2
PH 7210;320043AN30000193;22-Abr-2021;1;0;-1
PH 7210;320043AN30000195;22-Abr-2021;1;0;-1
PH 7210;320043AN30000145;22-Abr-2021;10;0;-10
PH 7210;320043AN30000146;22-Abr-2021;10;0;-10
PH 7210;320043AN30000147;22-Abr-2021;10;0;-10
PH 7210;320043AN30000148;22-Abr-2021;10;0;-10
PH 7210;320043AN30000181;22-Abr-2021;10;0;-10
PH 7210;320043AN30000182;22-Abr-2021;10;0;-10
PH 7210;320043AN30000183;22-Abr-2021;10;0;-10
PH 7210;320043AN30000190;22-Abr-2021;10;0;-10
PH 7210;320043AN30000191;22-Abr-2021;10;0;-10
PH 7210;320043AN30000192;22-Abr-2021;10;0;-10
PH 7210;320043AN30000202;7-May-2021;2;0;-2
PH 7210;320043AN30000204;7-May-2021;2;0;-2
PH 7210;320043AN30000168;27-May-2021;10;0;-10
PH 7210;320043AN30000169;27-May-2021;10;0;-10
PH 7210;320043AN30000170;27-May-2021;10;0;-10
PH 7210;320043AN30000171;27-May-2021;10;0;-10
PH 7210;320043AN30000175;27-May-2021;10;0;-10
PH 7210;320043AN30000176;27-May-2021;10;0;-10
PH 7210;320043AN30000177;27-May-2021;10;0;-10
PH 7210;320043AN30000196;27-May-2021;10;0;-10
PH 7210;320043AN30000197;27-May-2021;10;0;-10
PH 7210;320043AN30000198;27-May-2021;10;0;-10
PH 7210;320043an30000166;2-Jun-2021;1;0;-1
PH 7210;320043AN30000151;9-Jun-2021;5;0;-5
PH 7210;320043AN30000153;9-Jun-2021;5;0;-5
PH 7210;320043AN30000160;9-Jun-2021;5;0;-5
PH 7210;320043AN30000161;9-Jun-2021;5;0;-5
PH 7210;320043AN30000162;9-Jun-2021;5;0;-5
PH 7210;320043AN30000152;11-Jun-2021;4;0;-4
PH 7210;320043AN30000205;11-Jun-2021;4;0;-4
PH 7210;320043AN30000206;11-Jun-2021;4;0;-4
PH 7210;320043AN30000207;11-Jun-2021;4;0;-4
PH 7210;320043AN30000165;22-Jun-2021;1;0;-1
PH 7210;320043AN30000028;30-Jun-2021;8;0;-8
PH 7210;320043AN30000029;30-Jun-2021;8;0;-8
PH 7210;320043AN30000030;30-Jun-2021;8;0;-8
PH 7210;320043AN30000034;30-Jun-2021;8;0;-8
PH 7210;320043AN30000035;30-Jun-2021;8;0;-8
PH 7210;320043AN30000172;30-Jun-2021;8;0;-8
PH 7210;320043AN30000173;30-Jun-2021;8;0;-8
PH 7210;320043AN30000174;30-Jun-2021;8;0;-8
PH 7210;320043AN30000131;15-Jul-2021;1;0;-1
PH 7210;320043AN30000132;10-Ago-2021;1;0;-1
PH 7210;320043AN30000328;13-Sep-2021;4;0;-4
PH 7210;320043AN30000329;13-Sep-2021;4;0;-4
PH 7210;320043AN30000330;13-Sep-2021;4;0;-4
PH 7210;320043AN30000374;13-Sep-2021;4;0;-4
PH 7210;320043AN30000383;16-Sep-2021;2;0;-2
PH 7210;320043AN30000384;16-Sep-2021;2;0;-2
PH 7210;320043AN30000382;17-Sep-2021;1;0;-1
PH 7210;320043AN30000365;21-Sep-2021;1;0;-1
PH 7210;320043AN30000364;23-Sep-2021;1;0;-1
PH 7210;320043AN30000334;24-Sep-2021;5;0;-5
PH 7210;320043AN30000336;24-Sep-2021;5;0;-5
PH 7210;320043AN30000340;24-Sep-2021;5;0;-5
PH 7210;320043AN30000341;24-Sep-2021;5;0;-5
PH 7210;320043AN30000342;24-Sep-2021;5;0;-5
PH 7210;320043AN30000335;28-Sep-2021;1;0;-1
PH 7210;320043AN30000316;28-Sep-2021;5;0;-5
PH 7210;320043AN30000318;28-Sep-2021;5;0;-5
PH 7210;320043AN30000367;28-Sep-2021;5;0;-5
PH 7210;320043AN30000368;28-Sep-2021;5;0;-5
PH 7210;320043AN30000369;28-Sep-2021;5;0;-5
PH 7210;320043AN30000366;1-Oct-2021;1;0;-1
PH 7210;320043AN30000320;7-Oct-2021;1;0;-1
PH 7210;320043AN30000319;13-Oct-2021;1;0;-1
PH 7210;320043AN30000322;19-Oct-2021;2;0;-2
PH 7210;320043AN30000324;19-Oct-2021;2;0;-2
PH 7210;320043AN30000037;21-Oct-2021;1;0;-1
PH 7210;320043AN30000004;22-Oct-2021;10;0;-10
PH 7210;320043AN30000005;22-Oct-2021;10;0;-10
PH 7210;320043AN30000006;22-Oct-2021;10;0;-10
PH 7210;320043AN30000007;22-Oct-2021;10;0;-10
PH 7210;320043AN30000008;22-Oct-2021;10;0;-10
PH 7210;320043AN30000009;22-Oct-2021;10;0;-10
PH 7210;320043AN30000010;22-Oct-2021;10;0;-10
PH 7210;320043AN30000011;22-Oct-2021;10;0;-10
PH 7210;320043AN30000012;22-Oct-2021;10;0;-10
PH 7210;320043AN30000039;22-Oct-2021;10;0;-10
PH 7210;320043AN30000292;2-Nov-2021;3;0;-3
PH 7210;320043AN30000293;2-Nov-2021;3;0;-3
PH 7210;320043AN30000294;2-Nov-2021;3;0;-3
PH 7210;320043AN30000271;2-Nov-2021;6;0;-6
PH 7210;320043AN30000272;2-Nov-2021;6;0;-6
PH 7210;320043AN30000273;2-Nov-2021;6;0;-6
PH 7210;320043AN30000283;2-Nov-2021;6;0;-6
PH 7210;320043AN30000284;2-Nov-2021;6;0;-6
PH 7210;320043AN30000285;2-Nov-2021;6;0;-6
PH 7210;320043AN30000275;4-Nov-2021;1;0;-1
PH 7210;320043AN30000144;15-Nov-2021;1;0;-1
PH 7210;320043AN30000142;15-Nov-2021;1;0;-1
PH 7210;320043AN30000097;16-Nov-2021;5;0;-5
PH 7210;320043AN30000099;16-Nov-2021;5;0;-5
PH 7210;320043AN30000139;16-Nov-2021;5;0;-5
PH 7210;320043AN30000140;16-Nov-2021;5;0;-5
PH 7210;320043AN30000141;16-Nov-2021;5;0;-5
PH 7210;320043AN30000075;18-Nov-2021;1;0;-1
PH 7210;320043AN30000073;22-Nov-2021;1;0;-1
PH 7210;320043AN30000074;25-Nov-2021;1;0;-1
PH 7210;320043AN30000095;26-Nov-2021;1;0;-1
PH 7210;320043AN30000094;26-Nov-2021;1;0;-1
PH 7210;320043AN30000020;30-Nov-2021;1;0;-1
PH 7210;320043AN30000021;30-Nov-2021;1;0;-1
PH 7210;320043AN30000019;2-Dic-2021;1;0;-1
PH 7210;320043AN30000103;9-Dic-2021;4;0;-4
PH 7210;320043AN30000106;9-Dic-2021;4;0;-4
PH 7210;320043AN30000107;9-Dic-2021;4;0;-4
